k	isim	isim10	isim100	eps	l1
1.0	0.497823415759	0.845513888889	0.497823415759	0.765990529751	0.015733417085
10.3201390399	0.0606346734428	0.0810873015873	0.0606346734428	0.00598077093642	0.000547244148085
19.6402780798	0.0605809182153	0.0664365079365	0.0605809182153	0.00641407161584	0.000559593284332
28.9604171198	0.0598079935642	0.0702420634921	0.0598079935642	0.00766945492562	0.000572411387238
38.2805561597	0.0594930342692	0.063630952381	0.0594930342692	0.00638983457243	0.000543218902332
47.6006951996	0.0639755592956	0.0732142857143	0.0639755592956	0.00721103931884	0.000586655894623
56.9208342395	0.0627866670087	0.0685476190476	0.0627866670087	0.00668967037408	0.000553329069381
66.2409732794	0.0600450106143	0.0949920634921	0.0600450106143	0.00655848403054	0.00054885694356
75.5611123194	0.0620558959047	0.0749642857143	0.0620558959047	0.00667933563337	0.000568326120282
84.8812513593	0.0632438830433	0.0901666666667	0.0632438830433	0.00681755561636	0.000570014569713
