k	isim	isim10	isim100	eps	l1
1.0	0.505371302333	0.85219047619	0.505371302333	0.760183857811	0.0155708996067
10.3201390399	0.0595182825835	0.0725079365079	0.0595182825835	0.00709677058139	0.000577391492785
19.6402780798	0.0573941274779	0.0619603174603	0.0573941274779	0.00745946086247	0.000565406030164
28.9604171198	0.0652273154891	0.0914523809524	0.0652273154891	0.00801660962601	0.00057960398029
38.2805561597	0.0608503784695	0.0527103174603	0.0608503784695	0.00663809867705	0.000564359876227
47.6006951996	0.0598573727333	0.0640753968254	0.0598573727333	0.00661263945896	0.000568389183806
56.9208342395	0.0587423972875	0.0581468253968	0.0587423972875	0.00660690838822	0.000557126219947
66.2409732794	0.0601410515074	0.0658412698413	0.0601410515074	0.00616613686228	0.000543768404918
75.5611123194	0.0584791245237	0.0501706349206	0.0584791245237	0.00599205697867	0.000559847951542
84.8812513593	0.0603331653241	0.0589047619048	0.0603331653241	0.0070711003177	0.000565565314455
